Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RL","Land Use","231","United States of America","5110","Area","6610","Agricultural land","2018","2018","1000 ha","405810.3538","Fm","Manual Estimation"
"RL","Land Use","240","United States Virgin Islands","5110","Area","6610","Agricultural land","2018","2018","1000 ha","4","Fm","Manual Estimation"
"RL","Land Use","234","Uruguay","5110","Area","6610","Agricultural land","2018","2018","1000 ha","14015.9","Fm","Manual Estimation"
"RL","Land Use","235","Uzbekistan","5110","Area","6610","Agricultural land","2018","2018","1000 ha","25577.7","Fm","Manual Estimation"
"RL","Land Use","155","Vanuatu","5110","Area","6610","Agricultural land","2018","2018","1000 ha","187","Fm","Manual Estimation"
"RL","Land Use","236","Venezuela (Bolivarian Republic of)","5110","Area","6610","Agricultural land","2018","2018","1000 ha","21500","Fm","Manual Estimation"
"RL","Land Use","237","Viet Nam","5110","Area","6610","Agricultural land","2018","2018","1000 ha","12168.8","Fm","Manual Estimation"
"RL","Land Use","243","Wallis and Futuna Islands","5110","Area","6610","Agricultural land","2018","2018","1000 ha","6","Fm","Manual Estimation"
"RL","Land Use","205","Western Sahara","5110","Area","6610","Agricultural land","2018","2018","1000 ha","5004","Fm","Manual Estimation"
"RL","Land Use","249","Yemen","5110","Area","6610","Agricultural land","2018","2018","1000 ha","23387.7","Fm","Manual Estimation"
"RL","Land Use","251","Zambia","5110","Area","6610","Agricultural land","2018","2018","1000 ha","23836","Fm","Manual Estimation"
"RL","Land Use","181","Zimbabwe","5110","Area","6610","Agricultural land","2018","2018","1000 ha","16200","Fm","Manual Estimation"
